TypovÈ oznaËenÌ;Artikl;V˝robce;N·zev;»Ìslo dÌlu v˝robce;V˝bÏhov˝ dÌl;status
;5000-3608;SCHALTAG CZ;BAK SAW, ER, 3029109;;;H
;5000-3609;Schaltag CZ;BAK SAW, CC, 3029109;;;H
;5000-3610;Schaltag CZ;BAK SAW, ER, 3029110;;;H
;5000-3611;Schaltag CZ;BAK SAW, CC, 3029110;;;H
62RM 30003858 20000196;5000-3612;SCHALTAG CZ;Gross Display zadnÌ stÏna RAL9011 matn·;;;U
62RM 30003858 20000196;5000-3613;SCHALTAG CZ;Gross Display zadnÌ stÏna RAL9010 matn·;;;U
;5000-3698;SCHALTAG CZ;BAK 761, ER, 3030184;;;H
;5000-3699;SCHALTAG CZ;BAK 761, CC, 3030184;;;H
;5000-3849;SCHALTAG CZ;G38 11079470 rozloûen·;;;H
;5000-4009;SCHALTAG CZ;G38 11079465 rozloûen·;;;H
;5000-4027;SCHALTAG CZ;G38 11098359 rozloûen·;;;H
;5000-4198;Schaltag CZ;C70 11011407 pouze mont·ûnÌ deska;;;H
;5000-4364;SCHALTAG CZ;G38 11079467 rozloûen·;;;H
;5000-4365;SCHALTAG CZ;G38 11079468 rozloûen·;;;H
141098;5000-4808;SCHALTAG CZ;KABEL 7p F k oh¯ÌvaËi        8,5m 141098;;;H
224626;5000-4960;SCHALTAG CZ;Rozvadec BAK 761 ER;;;H
224626;5000-4962;Schaltag CZ;Rozvadec BAK 761 CC Box;;;H
;5000-4971;SCHALTAG CZ;Steuerung WS11 R=7 CZ;;;H
;5000-5033;SCHALTAG CZ;Steuerung WS11-SP R=7 Rev.00 CZ;;;H
226160;5000-5220;SCHALTAG CZ;7.5m cable PVC, 3LPE, ?11  226160 Evatec;;;
PRESSEAUTOMAT HERNE 2000-2000;5000-6124;SCHALTAG CZ;Presseautomat Herne 2000-2000;;;H
PRESSEAUTOMAT GRENCHEN SINGLE 2000-2010;5000-6125;SCHALTAG CZ;Presseautomat Grenchen Single 2000-2010;;;H
PRESSEAUTOMAT GRENCHEN DOUBLE 2000-2011;5000-6126;SCHALTAG CZ;Lief.Pos. Presseautomat Grenchen double;;;H
OVENLOADER SCHMALL GRENCHEN 2000-2012;5000-6127;SCHALTAG CZ;Ovenloader schmall Grenchen 2000-2012;;;H
OVENLOADER BREIT GRENCHEN 2000-2013;5000-6128;SCHALTAG CZ;Ovenloader Breit Grenchen 2000-2013;;;H
OVENLOADER SCHMALL HERNE 2000-2001;5000-6129;SCHALTAG CZ;Ovenloader schmall Herne 2000-2001;;;H
OVENLOADER BREIT HERNE 2000-2002;5000-6130;SCHALTAG CZ;Ovenloader Breit Herne 2000-2002;;;H
OVENUNLOADER SCHMALL GRENCHEN 2000-2014;5000-6131;SCHALTAG CZ;Ovenunloader schmall Grenchen 2000-2014;;;H
OVENUNLOADER BREIT GRENCHEN 2000-2015;5000-6132;SCHALTAG CZ;Ovenunloader Breit Grenchen 2000-2015;;;H
OVENUNLOADER SCHMALL HERNE 2000-2003;5000-6133;SCHALTAG CZ;Ovenunloader schmall Herne 2000-2003;;;H
OVENUNLOADER BREIT HERNE 2000-2004;5000-6134;SCHALTAG CZ;Ovenunloader Breit Herne 2000-2004;;;H
HUBALKEN LOADER 2000-2021;5000-6136;SCHALTAG CZ;Hubalken Loader 2000-2021;;;H
HUBBALKEN UNLOADER 2000-2022;5000-6137;Schaltag CZ;Hubbalken unloader 2000-2022;;;H
BMW KULISSE 2000-2023;5000-6138;SCHALTAG CZ;BMW Kulisse 2000-2023;;;H
BAHNHOF BLISTER 2000-2024;5000-6139;Schaltag CZ;Bahnhof Blister 2000-2024;;;H
BAHNHOF GITTERKORB 2000-2025;5000-6140;Schaltag CZ;Bahnhof Gitterkorb 2000-2025;;;H
KLANGTESTER ZUF‹HRUNG 2000-2026;5000-6141;SCHALTAG CZ;Klangtester Zuf¸hrung 2000-2026;;;H
SINTERWERKE BASISSTEUERUNG 2000-2030;5000-6142;SCHALTAG CZ;Sinterwerke Basissteuerung 2000-2030;;;H
;5000-6452;Schaltag CZ;OBD119_Einlauf 2000-2027;;;H
;5000-6453;SCHALTAG CZ;OBD119_Auslauf 2000-2028;;;H
;5000-8378;SCHALTAG CZ;Material pro Erowa 3000858 M2;;;H
5000-8378;5000-8378CZ;SCHALTAG CZ;RozvadÏË ERE S-14 093860      EROWA;;;H
SONOCO;5000-8430;SCHALTAG CZ;Bellmer Sonoco Schaltschrank +CC107D01;;;H
+CC107D01;5000-8430CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8431;SCHALTAG CZ;Bellmer Sonoco Bedienpult +CD107D01;;;H
+CD107D01;5000-8431CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8432;SCHALTAG CZ;Bellmer Sonoco Bedienpult +CP107D01;;;H
+CP107D01;5000-8432CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8433;Schaltag CZ;Bellmer Sonoco Bedienpult +CP107D02;;;H
+CD107D01;5000-8433CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8434;SCHALTAG CZ;Bellmer Sonoco Bedienpult +CP107D11;;;H
+CP107D11;5000-8434CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8435;SCHALTAG CZ;Bellmer Sonoco Bedienpult +CP107D12;;;H
+CP107D12;5000-8435CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8436;SCHALTAG CZ;Bellmer Sonoco Bedienpult +CP107D13;;;H
+CP107D13;5000-8436CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8437;SCHALTAG CZ;Bellmer Sonoco IO HYD +CB107D02;;;H
+CB107D02;5000-8437CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8438;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D11;;;H
+TB107D11;5000-8438CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8439;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D12;;;H
+TB107D12;5000-8439CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;
SONOCO;5000-8440;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D16;;;H
+TB107D16;5000-8440CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8441;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D17;;;H
+TB107D17;5000-8441CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8442;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D41;;;H
+TB107D41;5000-8442CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8443;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D42;;;H
+TB107D42;5000-8443CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8444;Schaltag CZ;Bellmer Sonoco Klemmenkasten +TB107D43;;;H
+TB107D43;5000-8444CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
SONOCO;5000-8641;SCHALTAG CZ;Bellmer Sonoco Operation box CP107E11;;;H
CP107E11;5000-8641CZ;SCHALTAG CZ;Rozvadec dle schematu 250813;;;H
V348365;5001-0288_CZ;;Control Box V348365;;;H
V348345;5001-0291_CZ;;E-Box CUL mit E-Komponenten kpl. V348345;;;H
V348346;5001-0293_CZ;;E-Box CUR mit E-Komponenten kpl. V348346;;;H
317485;5001-0461;SCHALTAG CZ;Beschriftungsmaterial 317485 (FA3099650);;;H
317555;5001-0462;Schaltag CZ;Beschriftungsmaterial 317555 (FA3100276);;;H
317520;5001-0463;SCHALTAG CZ;Beschriftungsmaterial 317520 (FA3100014);;;H
317559;5001-0464;SCHALTAG CZ;E-Komponenten Extern 317559 (FA3100276);;;H
317467;5001-0466;SCHALTAG CZ;E-Komponenten Extern 317467 (FA3100014);;;H
;5001-0500_BOBST;SCHALTAG;LLAM CONTROLL UNIT BOM No. 5;;;H
313082;5001-0577;SCHALTAG CZ;16m Verb.-Kabel 6BU 313082;;;H
318463;5001-0578;SCHALTAG CZ;Beschriftungsmaterial elektrisch 318463;;;H
;5001-0600_BOBST;SCHALTAG;LAM CONTROL UNIT SCH ACC-BOX 2 216341;;;H
173076;5001-0628;SCHALTAG CZ;Kabel roz. RS 232 pro CTI 9,5m - 173076A;;;H
173076;5001-0629;Schaltag CZ;Kabel roz. RS 232 pro CTI 8m - 190326A;;;H
304622;5001-0630;SCHALTAG CZ;Wire Feeder-Kabel 4.3m 304622B;;;H
318190 / A;5001-0638;SCHALTAG CZ;Kabel, MN PVC, 4x6mm?, GY, L=10m, CEE32A;;;
316888 / B;5001-0658;SCHALTAG CZ;Beschriftungsmaterial elektrisch 316888;;;
307581;5001-0662;SCHALTAG CZ;2,5m Kabel D-Sub15Bu/SAC-5P-M12MS/2-28X;;;
222082;5001-0683;SCHALTAG CZ;3,0m Ethernetkabel RJ45-volne konce;;;
;5001-0700_BOBST;SCHALTAG;KM STEUERUNG Anlage 7 216508;;;H
318585;5001-0711;Schaltag CZ;Popisky kabel˘ 318585;;;
217924;5001-0712;Schaltag CZ;9,0m Nr.Kabel PVC 6,7 2LPE 3x1,5 MNorm;;;
301386;5001-0740;SCHALTAG CZ;Kabel F¸r Ein RGA An Einem VTM Evatec;;;
318216;5001-0756;Schaltag CZ;25m Pumpenkabel mit Kupplung 4polig;;;
318217;5001-0757;Schaltag CZ;25m Kabel PVC, 3LPE 318217;;;
318626 / A;5001-0772;SCHALTAG CZ;Materi·l pro znaËenÌ 318626 / A;;;
169046 / A;5001-0774;SCHALTAG CZ;2m PVC, 3LNPE, 15.4 5.6mm2 MNorm;;;
155579 / B;5001-0776;SCHALTAG CZ;8m Kabel PVC, 3LNPE, 15.4 5x6mm2 Mnorm;;;
V352991;5001-0787;Schaltag CZ;E-Kabelsatz elektrisch Grundmodul BAV140;;;
102504819;5001-0788;SCHALTAG CZ;Tags for cables & device and pneumatic;;;
172189 / A;5001-0806;SCHALTAG CZ;13m Verbindungskabel 172189 / A;;;
225879 / A;5001-0807;SCHALTAG CZ;Dummystecker f¸r Ventvalve 225879 / A;;;
303224 / B;5001-0809;SCHALTAG CZ;E-BOM f¸r PT100 Chuckbox Evatec 303224/B;;;
319473 / A;5001-0820;SCHALTAG CZ;Popisky 319473;;;
5001-2456;5001-2456_CZ;SCHALTAG CZ;E-Rack ECR SRA 5003995 (Olympus);;;
;6013-3610;;E-Komp. ER BAK 901 DE 16-6 FA-3008383;;;U
;6013-3611;;E-Box CC BAK 901 DE 16-6 FA-3008383 Ewat;;;U
;6013-3612;;E-Box CW BAK 901 DE 16-6 FA-3008383 Ewat;;;U
PAAD215532;6013-9800;;ROZVADEC Wartsila E88 PAAD215532;;;H
;6014-0370;;ER Osram Kulim 17-1 FA-3016729;;;U
;6014-0371;;CC Osram Kulim 17-1 FA-3016729;;;U
;6014-0372;;CW Osram Kulim 17-1 FA-3016729;;;U
228427;6014-0930;;Panel ruËnÌ Gerbeur +PP box 228427;;;H
;6014-2880CZ;SCHALTAG CZ;Lief.Pos.BAK 17-03 Auto ER FA-3021216;;;H
;6014-2881CZ;SCHALTAG CZ;Lief.Pos.BAK 17-03 Auto CC FA-3021216;;;H
;6014-2882CZ;SCHALTAG CZ;Lief.Pos.BAK 17-03 Auto CW FA-3021216;;;H
;6014-3110CZ;SCHALTAG CZ;Lief.Pos.BAK 17-03 Auto CW FA-3021216;;;U
;6014-3720CZ;SCHALTAG CZ;Lief.Pos.BAK 17-05 MY ER FA-3022475;;;U
;6014-3721CZ;SCHALTAG CZ;Lief.Pos.BAK 17-05 MY CC FA-3022475;;;U
;6014-3722CZ;SCHALTAG CZ;Lief.Pos.BAK 17-05 MY CW FA-3022475;;;U
;6014-3730CZ;SCHALTAG CZ;Lief.Pos.BAK 17-06 MY ER FA-3022476;;;U
;6014-3731CZ;SCHALTAG CZ;Lief.Pos.BAK 17-06 MY CC FA-3022476;;;U
;6014-3732CZ;SCHALTAG CZ;Lief.Pos.BAK 17-06 MY CW FA-3022476;;;U
;6014-373CZ;SCHALTAG CZ;Lief.Pos.BAK 17-03 Auto CW FA-3021216;;;U
;6014-3740CZ;SCHALTAG CZ;Lief.Pos.BAK 17-07 MY ER FA-3022477;;;U
;6014-3741CZ;SCHALTAG CZ;Lief.Pos.BAK 17-07 MY CC FA-3022477;;;U
;6014-3742CZ;SCHALTAG CZ;Lief.Pos.BAK 17-07 MY CW FA-3022477;;;U
;6014-3820CZ;SCHALTAG CZ;Lief.Pos. E-Rack CLN200 3023236 Nr.4;;;H
;6014-3900CZ;SCHALTAG CZ;Lief.Pos. E-Rack CLN200 3023236 Nr.4;;;U
;6014-4690CZ;SCHALTAG CZ;Lief.Pos. E-Rack CLN200 3024368 Nr.5;;;H
;6014-7373;SCHALTAG;E-Komponenten ER inkl. Kabel;;;H
;6014-7374;SCHALTAG;E-Komponenten CC-Box inkl. Kabel;;;H
;6014-7375;SCHALTAG;E-Komponenten CW-Box inkl. Kabel;;;H
;6014-7426;SCHALTAG;LLS Umbau Raytheon zu Istok FA-3045391;;;H
;6014-7531;;RozvadÏË MIXOMAT 2.2kW 3-phasig, 400V;;;H
;6015-1310;SCHALTAG;KWI V1 R-L 19S0100268.007;;;H
;6015-2870;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
LTR2 NR. 27 BASE;6015-2960;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 27 BASE;6015-2970;SCHALTAG;Electrical Installation LTR2 Nr. 27 Base;;;H
LTR2 NR. 27 BASE;6015-2980;SCHALTAG;Electrical Implement. LTR2 Nr. 27 Base;;;H
LTR2 NR. 28 BASE;6015-3050;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 28 BASE;6015-3060;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 28 BASE;6015-3070;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
;6015-3380;SCHALTAG;Aesculap Mehrarbeitsplatz 2019;;;H
;6015-3390;SCHALTAG;Steuerung Pistolenbewegung ECO-Sat;;;H
;6015-3770;SCHALTAG;Electrical Implement. LTR2 Nr. 27 Base;;;H
;6015-3780;SCHALTAG;Aesculap Mehrarbeitsplatz 2019;;;H
;6015-3820;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6015-3821;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6015-3822;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6015-3823;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6015-3950;SCHALTAG;Aesculap Mehrarbeitsplatz 2019;;;H
;6015-3960;SCHALTAG;Aesculap Mehrarbeitsplatz 2019;;;H
KOMM. 40072109;6015-3970;SCHALTAG;Autonome ZSA6000P.A Steuerung;;;H
SINTERWERKE;6015-4000;SCHALTAG;Prototype material, long term tests;;;H
SINTERWERKE;6015-4001;SCHALTAG;Prototype material, long term tests;;;H
SINTERWERKE;6015-4002;SCHALTAG;Prototype material, long term tests;;;H
SINTERWERKE;6015-4003;SCHALTAG;Prototype material, long term tests;;;H
SINTERWERKE;6015-4050;SCHALTAG;Development base module / base SW;;;H
SINTERWERKE;6015-4100;SCHALTAG;Development of the palletizer;;;H
SINTERWERKE;6015-4150;SCHALTAG;Development elements for loading oven;;;H
SINTERWERKE;6015-4200;SCHALTAG;Development comp. oven unloading machine;;;H
SINTERWERKE;6015-4250;SCHALTAG;Development components BMW-Kulisse;;;H
SINTERWERKE;6015-4300;SCHALTAG;Development hub balken loader / unloader;;;H
SINTERWERKE;6015-4350;SCHALTAG;Development carrier;;;H
SINTERWERKE;6015-4400;SCHALTAG;Inst. & Commissioning 1. Phase Herne;;;H
SINTERWERKE;6015-4450;SCHALTAG;Palletizer compound press 1. Phase Herne;;;H
SINTERWERKE;6015-4460;SCHALTAG;Prototyp Palletizer 1. Phase Herne;;;H
SINTERWERKE;6015-4500;SCHALTAG;Oven loader 1. Phase Herne;;;H
SINTERWERKE;6015-4550;SCHALTAG;Oven unloader 1. Phase Herne;;;H
SINTERWERKE;6015-4600;SCHALTAG;Hub balken loader 1. Phase Herne;;;H
SINTERWERKE;6015-4650;SCHALTAG;Hub balken unloader 1. Phase Herne;;;H
SINTERWERKE;6015-4700;SCHALTAG;BMW Kulisse 1. Phase Herne;;;H
SINTERWERKE;6015-4750;SCHALTAG;Carrier 1. Phase Herne;;;H
SINTERWERKE;6015-4800;SCHALTAG;Inst. & Commissioning 1. Phase Grenchen;;;H
SINTERWERKE;6015-4850;SCHALTAG;Palletizer compound press 1. Phase Gren.;;;H
SINTERWERKE;6015-4860;SCHALTAG;Prototyp Palletizer 1. Phase Grenchen;;;H
SINTERWERKE;6015-4870;SCHALTAG;Noch f¸r Sinterwerke zu nutzen!;;;H
SINTERWERKE;6015-4900;SCHALTAG;Oven loader 1. Phase Grenchen;;;H
SINTERWERKE;6015-4950;SCHALTAG;Oven unloader 1. Phase Grenchen;;;H
SINTERWERKE;6015-5000;SCHALTAG;Hub balken loader 1. Phase Grenchen;;;H
SINTERWERKE;6015-5050;SCHALTAG;Hub balken unloader 1. Phase Grenchen;;;H
SINTERWERKE;6015-5100;SCHALTAG;BMW Kulisse 1. Phase Grenchen;;;H
SINTERWERKE;6015-5150;SCHALTAG;Carrier 1. Phase Grenchen;;;H
SINTERWERKE;6015-5200;SCHALTAG;Inst. & Commissioning 2. Phase Herne;;;H
SINTERWERKE;6015-5250;SCHALTAG;Palletizer compound press 2. Phase Herne;;;H
SINTERWERKE;6015-5300;SCHALTAG;Oven loader 2. Phase Herne;;;H
SINTERWERKE;6015-5350;SCHALTAG;Oven unloader 2. Phase Herne;;;H
SINTERWERKE;6015-5400;SCHALTAG;Hub balken loader 2. Phase Herne;;;H
SINTERWERKE;6015-5450;SCHALTAG;Hub balken unloader 2. Phase Herne;;;H
SINTERWERKE;6015-5500;SCHALTAG;BMW Kulisse 2. Phase Herne;;;H
SINTERWERKE;6015-5550;SCHALTAG;Carrier 2. Phase Herne;;;H
SINTERWERKE;6015-5600;SCHALTAG;Inst. & Commissioning 2. Phase Grenchen;;;H
SINTERWERKE;6015-5650;SCHALTAG;Palletizer compound press 2. Phase Gren.;;;H
SINTERWERKE;6015-5700;SCHALTAG;Oven loader 2. Phase Grenchen;;;H
SINTERWERKE;6015-5750;SCHALTAG;Oven unloader 2. Phase Grenchen;;;H
SINTERWERKE;6015-5800;SCHALTAG;Hub balken loader 2. Phase Grenchen;;;H
SINTERWERKE;6015-5850;SCHALTAG;Hub balken unloader 2. Phase Grenchen;;;H
SINTERWERKE;6015-5900;SCHALTAG;BMW Kulisse 2. Phase Grenchen;;;H
SINTERWERKE;6015-5950;SCHALTAG;Carrier 2. Phase Grenchen;;;H
SINTERWERKE;6015-6000;SCHALTAG;Travel costs and project meetings;;;H
SINTERWERKE;6015-6050;SCHALTAG;Development Bahnhof;;;H
SINTERWERKE;6015-6100;SCHALTAG;Development loader Klangtester;;;H
SINTERWERKE;6015-6150;SCHALTAG;Inst. & Commissioning 3. Phase Herne;;;H
SINTERWERKE;6015-6200;SCHALTAG;Palletizer compound press 3. Phase Herne;;;H
SINTERWERKE;6015-6250;SCHALTAG;Prototype & long term tests 3. Ph. Gren.;;;H
SINTERWERKE;6015-6300;SCHALTAG;Inst. & Commissioning 3. Phase Grenchen;;;H
SINTERWERKE;6015-6350;SCHALTAG;Bahnhof 3. Phase Grenchen;;;H
SINTERWERKE;6015-6400;SCHALTAG;Loader for Klangtester 3. Phase Grenchen;;;H
SINTERWERKE;6015-6450;SCHALTAG;Chip f¸r Wagen   Zusatz Herne;;;H
SINTERWERKE;6015-6460;SCHALTAG;Chip f¸r Zugangsfreigabe   Zusatz Herne;;;H
SINTERWERKE;6015-6480;SCHALTAG;Klemmkasten f¸r ÷fen   Zusatz Herne;;;H
;6015-6740;SCHALTAG;Steuerschrank zur Kompressorsteuerung;;;H
SINTERWERKE;6015-6900;SCHALTAG;Prototype & long term tests 4. Ph. Herne;;;H
SINTERWERKE;6015-6950;SCHALTAG;Inst. & Commissioning 4. Phase Herne;;;H
SINTERWERKE;6015-7000;SCHALTAG;Oven loader 4. Phase Herne;;;H
SINTERWERKE;6015-7050;SCHALTAG;Oven unloader 4. Phase Herne;;;H
;6015-7190;SCHALTAG;Electrical Implement. LTR2 Nr. 27 Base;;;H
ZEICHNUNG 239723 / SCHALTPLAN 160591;6015-7200;SCHALTAG;Terminal Box Drawing 239723 / 160591;;;H
ZEICHNUNG 240812 / SCHALTPLAN 252499;6015-7210;SCHALTAG;Terminal Box Drawing 240812 / 252499;;;H
ZEICHNUNG 240812 / SCHALTPLAN 244028;6015-7220;SCHALTAG;Terminal Box Drawing 240812 / 244028;;;H
;6015-7230;SCHALTAG;Aesculap Mehrarbeitsplatz 2019;;;H
AHMED ORIENTAL;6015-7301;SCHALTAG;Zwischenkasten 800m, Ahmed Oriental;;;H
;6015-7710;SCHALTAG;Reparatur E-Force Bahnbatterie;;;H
;6015-8040;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6015-8110;SCHALTAG;Bedieneinheit DFB03283A;;;H
;6015-8130;SCHALTAG;LclCtrlBox Typical 8.1;;;H
;6015-8385;SCHALTAG;Kabel =31-W1              138622V1 Rondo;;;H
;6015-8470;SCHALTAG;Hochspannungsaufbereitungs Schaltkasten;;;H
ZEICHNUNG 240812 / SCHALTPLAN 255468;6015-8510;SCHALTAG;Terminal Box Drawing 240812 / 255468;;;H
;6015-8740;;Project Kamal 2 S.21789801-0090;;;H
;6015-8860;SCHALTAG;LIB K-1004 (2002851) BASF Antwerpen;;;H
;6015-8870;SCHALTAG;JB & LOP zu K-1004 (2002851) BASF Antwer;;;H
GERMANN + FREI AG;6015-8950;SCHALTAG;Schaltschrank 65kVA DFM 600-007 23kW;;;H
;6015-9170;SCHALTAG;Einspeise-,Verteilfeld La Sarraz;;;H
;6015-9180;SCHALTAG;Einspeise-,Verteilfeld Croy-RomainmÙtier;;;H
;6015-9190;SCHALTAG;Einspeise-,Verteilfeld Le Day;;;H
;6015-9250;SCHALTAG;Cabinet TRIX Medical Device Rework;;;H
ZEICHNUNG 240812 / SCHALTPLAN 254843;6015-9280;SCHALTAG;Terminal box drawing 240812 / 254843;;;H
;6015-9290;SCHALTAG;Testing and labelling UL508A  Regen Lab;;;H
;6015-9510;SCHALTAG;Electrical cabinet UL508A  HoroSys SA;;;H
;6015-9600;;Project Sae-A Spinning B;;;H
;6015-9607;;Complement Set, Sea-A Spinning B;;;H
UNITEK 311471;6015-9690;SCHALTAG;Schneckenreinigungsautom. Unitek 311471;;;H
B1023922;6015-9998;SCHALTAG;EE TG Control 0.4 kW B1023922;;;H
B1025160;6016-0002;SCHALTAG;E ZG PICH gem‰ss ES1000021 B1025160;;;H
;6016-0210;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0211;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0212;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0213;;PH-Pr¸fanlage Mechanik MettlerToledo;;;
;6016-0214;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0215;;PH-Pr¸fanlage Elektronik MettlerToledo;;;H
;6016-0216;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0217;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0218;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0219;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0225;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0226;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0227;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0228;;PH-Pr¸fanlage Mechanik MettlerToledo;;;H
;6016-0280;;Project Al Haj;;;H
;6016-0300;;Project Bhanero Textil B;;;H
;6016-0350;;Project Al Karam;;;H
;6016-0370;;Project Texygen Tex;;;H
;6016-0400;;Project Conbra;;;H
;6016-0410;;Project Saxovat;;;H
;6016-0490;;Project Soorty G;;;H
PKV5000;6016-0500;SCHALTAG;Elektrokonstruktion PKV5000  Ingtec;;;H
;6016-0501;SCHALTAG;Elektrokonstruktion PKV5000  Ingtec;;;H
PKV5000;6016-0550;SCHALTAG;Schaltanlagen PKV5000  Ingtec;;;H
;6016-0590;SCHALTAG;Schaltschrank MC;;;H
;6016-0590CZ;SCHALTAG CZ;Elektrosk¯ÌÚ MC (Inqtec Technik);;;H
PKV5000;6016-0900;SCHALTAG;Material f¸r Elektroinstallation PKV5000;;;H
PKV5000;6016-0901;SCHALTAG;Material f¸r Elektroinstallation PKV5000;;;H
PKV5000;6016-0950;SCHALTAG;Wechsel ATEX-Zone von 2.2 auf 2.1;;;H
;6016-0951;SCHALTAG;Wechsel ATEX-Zone von 2.2 auf 2.1;;;H
;6016-0952;SCHALTAG;ƒnderungen Lieferumfang PKV5000 IngTec;;;H
PKV5000;6016-1000;SCHALTAG;Elektroinstallation PKV5000  Ingtec;;;H
;6016-1001;SCHALTAG;Elektrokonstruktion PKV5000  Ingtec;;;H
TWA5000;6016-1100;SCHALTAG;Elektrokonstruktion TWA5000  Ingtec;;;H
TWA5000;6016-1110;SCHALTAG;Schaltanlagen TWA5000  Ingtec;;;H
;6016-1111;SCHALTAG;Wechsel ATEX-Zone von 2.2 auf 2.1;;;H
;6016-1112;SCHALTAG;ƒnderungen Lieferumfang TWA  IngTec;;;H
TWA5000;6016-1150;SCHALTAG;Material f¸r Elektroinstallation TWA5000;;;H
TWA5000;6016-1160;SCHALTAG;Elektroinstallation TWA5000  Ingtec;;;H
;6016-1270;SCHALTAG;Einspeise- Verteilfeld SBB Liestal;;;H
;6016-1275;SCHALTAG;Universalrack incl. mech. Parts    Roche;;;H
;6016-1280;SCHALTAG;Montage Batterie-Modul (84 Zellen);;;H
;6016-1290;SCHALTAG;Nacharbeit P-0356 PKN ORLEN PLOCK 01;;;H
;6016-1310;SCHALTAG;Nacharbeit P-0356 PKN ORLEN PLOCK 01;;;H
;6016-1350;SCHALTAG;COOLTOP PLC Control Unit (SPS);;;H
;6016-1360;SCHALTAG;Elektrobaugruppe COOLTOP nach UL508A;;;H
LTR2 NR. 29;6016-1370;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 29;6016-1371;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 30;6016-1380;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
LTR2 NR. 30;6016-1381;SCHALTAG;Electrical Cabinet LTR2 Nr. 27 Base;;;H
;6016-1410;;Complement-Set, Orta Anadolu 1;;;H
;6016-1420;;Complement-Set, MT Textil;;;H
;6016-1430;;Complement-Set, Garment Lima;;;H
;6016-1440;;Complement-Set, Oguz B (Palmiye);;;H
;6016-1450;;Complement-Set, Baht Samerkand;;;H
;6016-1460;;Complement-Set, Square Texcom;;;H
;6016-1470;;Complement-Set, Davas Tarim;;;H
;6016-1480;;Complement-Set, Nagina;;;H
;6016-1490;;Project Oguz Adana;;;H
;6016-1500;;Project Tipoiti;;;H
;6016-1510;;Project G¸cl¸ Adiyaman;;;H
;6016-1520;SCHALTAG;Project Alhamd Unit 2;;;H
;6016-1530;;Project Zahidjee Unit 2;;;H
;6016-1537;;Complement-Set, Nagina;;;H
;6016-1540;;Project Celikaslan;;;H
